"","HOUSEID","TRAVDAY","SAMPSTRAT","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","DRVRCNT","CNTTDHH","HHSTATE","HHSTFIPS","NUMADLT","YOUNGCHILD","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","SCRESP","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","RESP_CNT","WEBUSE17","SMPLSRCE","WTHHFIN","HBHUR","HTHTNRNT","HTPPOPDN","HTRESDN","HTEEMPDN","HBHTNRNT","HBPPOPDN","HBRESDN"
"78005",40121791,6,3,2,1,2,5,1,1,3,3,5,1,5,5,5,5,3,2,5,5,5,2,1,6,"GA",13,1,0,1,201612,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,96.2829770346842,"S",5,1500,750,750,20,750,300
"78014",40121864,2,4,1,4,3,7,1,1,2,5,5,1,5,5,5,5,1,2,4,4,4,1,3,9,"GA",13,3,0,3,201701,1,6,4,6,2,4,6,2,1,5,3,54,6,1,"XXXXX",4,1,2,671.668536540192,"R",20,300,50,75,20,300,50
"78020",40121961,2,3,2,5,1,5,1,1,1,2,2,1,5,5,5,5,2,2,3,3,5,1,2,6,"GA",13,2,0,1,201703,1,6,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",5,1,2,318.263521689685,"R",20,300,50,75,20,300,300
"78027",40122006,2,3,2,1,1,-8,2,5,5,5,5,2,5,5,5,5,4,4,4,4,4,2,1,3,"GA",13,1,0,0,201703,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,2,2,95.8437875375772,"T",30,1500,300,750,20,1500,750
"78048",40122313,4,3,1,2,4,9,1,1,1,2,3,1,5,5,5,5,3,3,4,4,5,1,2,9,"GA",13,2,0,1,201611,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,66.5541337458438,"R",5,300,50,150,0,300,300
"78054",40122380,3,3,1,1,1,10,1,1,1,3,4,1,3,5,5,5,3,2,5,5,5,2,1,0,"GA",13,1,0,1,201703,1,1,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,70.9015649883645,"T",40,300,300,150,40,300,300
"78077",40122721,3,4,1,4,2,11,1,1,1,5,5,1,5,5,5,5,4,3,5,5,5,1,2,6,"GA",13,2,0,2,201701,1,6,4,6,2,1,4,1,1,5,3,54,1,2,"XXXXX",4,1,2,93.3950768733411,"T",5,300,300,150,5,300,300
"78080",40122748,2,3,1,2,2,7,1,1,5,3,5,1,4,4,4,5,5,4,4,4,3,1,2,8,"GA",13,2,0,2,201611,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,97.4977530455666,"S",50,1500,750,750,30,1500,750
"78083",40122807,6,3,2,2,0,2,2,5,2,1,5,2,3,5,5,5,2,2,2,2,4,2,1,2,"GA",13,2,0,0,201701,1,2,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",2,2,2,154.832733453372,"R",20,300,50,25,20,50,50
"78108",40123126,2,3,1,2,2,5,1,5,1,3,5,1,5,5,5,5,3,3,4,5,-9,1,2,16,"GA",13,2,0,2,201701,1,2,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,55.0391485733483,"S",20,1500,300,750,5,1500,300
"78119",40123314,7,1,1,2,3,7,2,1,2,5,5,1,5,5,5,5,1,1,5,5,5,1,2,0,"GA",13,2,0,2,201612,1,2,1,5,1,1,5,1,1,5,3,51,1,1,"12060",2,1,2,2116.1187626774,"T",30,750,300,350,40,1500,750
"78120",40123319,4,3,1,2,1,8,1,1,2,3,5,1,5,5,5,5,3,2,4,4,4,1,1,10,"GA",13,1,0,0,201701,1,5,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,64.0165299582948,"S",80,3000,1500,1500,70,7000,3000
"78134",40123500,5,3,1,2,2,9,1,1,1,5,5,1,5,5,5,5,1,4,4,4,4,1,2,5,"GA",13,2,0,0,201701,1,10,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,42.3651240215202,"R",5,300,50,75,5,300,50
"78136",40123552,6,3,1,1,1,5,5,5,5,-9,5,3,5,5,5,5,3,3,5,5,5,2,1,0,"GA",13,1,0,0,201701,1,9,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,5,2,42.1605903872411,"S",30,1500,750,750,40,1500,750
"78190",40124241,5,3,1,3,2,1,1,5,5,3,5,1,5,5,5,5,4,4,4,4,4,1,3,6,"GA",13,1,0,0,201612,3,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,182.125281934719,"C",60,7000,1500,3000,50,3000,1500
"78201",40124370,3,3,2,3,1,1,5,1,5,3,5,1,5,3,5,5,1,1,1,1,1,1,3,4,"GA",13,3,0,3,201612,1,8,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",3,1,2,296.372687823062,"C",80,3000,3000,1500,80,3000,3000
"78205",40124419,3,1,1,2,2,6,1,1,1,2,5,1,5,5,5,5,4,4,4,4,4,1,2,8,"GA",13,2,0,1,201701,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,341.512519570762,"S",5,3000,750,1500,5,7000,1500
"78210",40124465,1,1,1,4,1,1,2,1,1,5,5,1,5,5,5,5,1,1,3,3,3,1,1,12,"GA",13,1,1,1,201701,1,3,1,5,1,4,6,2,1,5,3,51,3,2,"12060",4,1,2,2112.42664440228,"T",20,300,300,150,20,300,300
"78224",40124643,5,3,1,2,3,8,1,1,5,5,5,1,5,5,5,5,2,2,4,4,4,1,2,4,"GA",13,2,0,2,201701,1,2,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,68.5349212116094,"R",5,50,50,25,5,50,50
"78257",40125105,4,3,1,2,2,6,1,1,2,3,5,1,5,5,5,5,3,3,5,3,3,1,2,4,"GA",13,2,0,0,201701,1,10,3,1,2,2,6,1,1,5,3,53,1,2,"XXXXX",2,1,2,47.2589546940496,"T",20,750,750,350,20,1500,1500
"78297",40125667,5,3,1,1,2,6,1,2,5,-9,-9,1,-9,-9,-9,-9,1,2,-9,-9,-9,2,1,3,"GA",13,1,0,1,201701,1,1,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,42.1593136190368,"R",5,50,50,25,20,300,50
"78301",40125734,7,1,1,1,2,3,3,2,2,5,5,2,5,5,5,5,3,3,5,5,5,2,1,0,"GA",13,1,0,0,201702,1,9,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,2,2,800.595097355029,"T",5,750,300,350,5,1500,750
"78303",40125761,7,3,1,2,2,9,1,5,2,1,5,2,5,5,5,5,2,2,4,-9,4,1,2,10,"GA",13,2,0,1,201611,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,129.911163449353,"C",50,3000,1500,1500,20,3000,750
"78316",40125992,1,4,2,1,1,1,5,5,5,1,5,2,5,5,5,5,1,2,2,4,4,2,1,0,"GA",13,1,0,0,201701,1,1,4,6,2,2,6,1,1,5,3,54,1,2,"XXXXX",1,5,2,1546.46807919612,"T",40,300,300,150,50,1500,750
"78332",40126130,4,1,1,1,1,8,1,1,1,4,5,1,5,5,5,5,2,3,4,4,4,2,1,1,"GA",13,1,0,1,201702,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,260.228129200243,"T",5,750,300,350,0,1500,300
"78334",40126154,5,3,97,1,2,5,1,1,1,2,4,1,5,4,5,5,2,3,4,4,4,2,1,8,"GA",13,1,0,1,201612,1,1,3,1,2,4,6,2,1,5,3,53,2,2,"XXXXX",1,1,2,106.556181163631,"T",20,300,300,150,20,750,300
"78349",40126356,4,4,1,2,3,7,2,1,4,-9,-9,1,-9,-9,-9,-9,3,2,5,5,5,1,2,12,"GA",13,2,0,0,201704,1,10,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,549.493626283406,"R",30,300,300,75,20,50,50
"78355",40126410,4,3,1,3,1,7,3,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,6,"GA",13,1,0,1,201701,1,5,3,1,2,1,1,1,1,5,3,53,6,2,"XXXXX",3,1,2,97.3326127812453,"C",20,3000,750,1500,20,3000,750
"78359",40126427,2,3,1,2,2,8,1,1,1,1,5,1,4,4,4,5,3,3,5,5,5,1,2,11,"GA",13,2,0,0,201703,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,73.2398759024338,"R",40,300,50,75,20,50,50
"78369",40126497,3,1,1,2,2,10,1,1,1,-9,-9,1,-9,-9,-9,-9,2,2,4,4,2,1,2,7,"GA",13,2,0,2,201701,2,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,267.951274499751,"S",20,3000,750,1500,5,3000,750
"78375",40126567,4,1,1,2,2,7,1,1,1,4,5,1,4,5,5,5,2,2,4,5,5,1,2,6,"GA",13,2,0,1,201701,1,10,1,5,1,4,6,2,1,5,3,51,1,2,"12060",2,1,1,257.938762491998,"R",5,300,300,150,5,300,300
"78379",40126613,4,3,1,2,3,9,1,1,1,2,2,1,4,5,5,5,3,2,3,3,3,1,2,12,"GA",13,2,0,0,201701,1,10,3,1,2,2,6,1,1,5,3,53,1,2,"XXXXX",2,1,2,42.1608685057985,"T",5,1500,1500,750,5,750,1500
"78380",40126670,5,3,1,2,3,7,1,1,2,5,5,1,5,5,5,5,4,3,5,5,5,1,2,2,"GA",13,2,0,1,201702,1,2,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,64.7643543956467,"R",20,300,50,25,20,50,50
"78401",40126958,5,1,1,1,1,4,5,5,5,5,5,1,5,5,5,5,2,2,3,3,3,2,1,4,"GA",13,1,0,0,201703,1,9,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,5,2,449.362597492799,"C",30,7000,1500,1500,20,7000,1500
"78406",40127040,6,1,2,1,0,4,1,1,3,2,5,3,4,1,1,5,2,3,2,4,2,2,1,6,"GA",13,1,0,1,201703,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,733.125388920736,"S",50,3000,1500,1500,50,3000,1500
"78439",40127461,3,3,1,1,1,1,5,5,5,1,5,2,5,5,5,5,2,2,5,5,5,2,1,0,"GA",13,1,0,0,201701,1,9,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,5,2,42.1621216552418,"R",20,300,50,75,30,300,50
"78474",40127886,7,3,1,1,1,6,1,5,5,1,5,1,5,5,5,5,3,3,4,5,4,2,1,6,"GA",13,1,0,0,201611,1,9,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,156.026132321637,"T",20,300,300,150,5,300,50
"78499",40128205,6,4,1,2,2,6,5,5,5,-9,-9,-1,-9,-9,-9,-9,2,2,-9,-9,-9,1,2,10,"GA",13,2,0,0,201612,1,10,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,5,2,493.789212242681,"R",40,300,300,150,30,300,300
"78518",40128426,5,3,1,1,1,8,1,1,1,5,5,1,5,5,5,5,2,3,5,5,5,2,1,0,"GA",13,1,0,0,201611,1,9,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,52.8580318292954,"T",30,750,300,350,20,750,300
"78532",40128644,4,3,1,1,3,8,1,1,5,1,5,1,4,5,4,5,5,4,4,5,5,2,1,7,"GA",13,1,0,0,201701,1,9,3,3,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,42.1552546637019,"R",5,50,50,25,5,50,50
"78542",40128720,5,3,97,5,2,7,1,1,3,4,5,1,5,5,5,5,4,3,5,5,5,1,2,9,"GA",13,2,2,2,201612,1,4,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",5,1,2,280.625171728868,"R",30,50,50,25,20,50,50
"78544",40128741,3,3,1,2,2,9,1,1,-9,-9,-9,1,-9,-9,-9,-9,3,3,-9,-9,-9,1,2,5,"GA",13,2,0,2,201703,1,2,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,63.7064024124455,"R",5,300,50,75,5,300,50
"78565",40129081,4,1,1,2,2,8,1,1,1,5,5,1,4,5,4,5,2,3,5,5,5,1,2,12,"GA",13,2,0,1,201701,2,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,324.197149215467,"T",5,750,300,350,5,1500,300
"78576",40129234,4,3,1,2,2,6,1,1,1,5,5,1,5,5,5,5,3,4,5,5,5,1,2,0,"GA",13,2,0,1,201612,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,64.9657340819027,"C",40,3000,1500,750,30,1500,750
"78585",40129289,6,1,2,2,3,5,5,1,1,-9,-9,1,-9,-9,-9,-9,2,4,5,5,5,1,2,8,"GA",13,2,0,2,201704,1,2,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,1,2,1824.72626784931,"S",20,1500,750,750,30,1500,750
"78586",40129327,6,1,1,4,2,7,1,1,2,-9,-9,1,2,-9,-9,-9,2,2,5,5,2,1,2,8,"GA",13,2,1,1,201704,1,4,1,5,1,4,6,2,1,5,3,51,1,2,"12060",4,1,2,835.032485832634,"R",5,300,50,150,5,300,50
"78612",40129605,6,3,2,1,1,1,1,1,5,1,3,1,5,5,5,5,2,1,2,2,4,2,1,4,"GA",13,1,0,1,201703,1,1,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,159.110616678774,"T",50,1500,300,750,60,7000,1500
"78669",40130334,3,1,1,1,1,7,1,1,4,2,3,1,3,5,4,5,1,3,1,1,4,2,1,3,"GA",13,1,0,1,201702,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,1,291.775621056821,"U",30,7000,3000,3000,40,7000,7000
"78742",40131330,3,1,1,2,2,11,1,1,5,1,4,1,4,5,4,5,4,4,4,4,4,1,2,11,"GA",13,2,0,2,201702,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,1,281.344012987045,"U",60,17000,7000,5000,60,17000,7000
"78747",40131415,5,1,1,2,2,11,1,1,2,2,4,1,2,5,4,5,5,4,4,4,5,1,2,9,"GA",13,2,0,2,201701,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,283.676756273311,"U",60,7000,7000,5000,60,7000,7000
"78753",40131468,4,3,2,1,0,3,-9,1,-9,2,2,2,2,2,-9,-9,2,1,2,2,2,2,1,2,"GA",13,1,0,0,201702,1,9,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,1,2,121.89472360636,"C",60,3000,1500,1500,50,3000,1500
"78769",40131805,6,3,1,3,2,10,1,1,1,2,4,1,4,4,5,5,1,2,2,3,5,1,3,18,"GA",13,2,0,2,201703,1,8,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",3,1,2,97.1836471338557,"S",30,3000,1500,1500,5,1500,750
"78773",40131888,3,1,1,2,3,9,1,1,1,5,5,1,5,4,4,5,2,2,4,4,4,1,2,7,"GA",13,2,0,2,201704,1,2,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,1,2,1095.38919149511,"S",20,1500,750,750,5,1500,750
"78803",40132237,5,3,1,3,4,7,1,1,1,3,5,1,5,5,5,5,4,3,5,5,5,1,3,4,"GA",13,3,0,3,201701,1,8,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",3,1,1,598.452815263942,"R",20,300,50,75,5,300,50
"78816",40132345,5,3,1,2,2,5,1,5,5,4,5,1,5,5,5,5,2,3,4,5,5,1,2,8,"GA",13,2,0,0,201702,1,10,3,1,2,2,6,1,1,5,3,53,1,2,"XXXXX",2,1,2,42.1651855281905,"T",20,750,750,350,20,750,300
"78826",40132422,4,3,2,1,0,3,1,1,-9,1,-9,-1,-9,-9,-9,-9,2,2,1,-9,-9,2,1,0,"GA",13,1,0,0,201701,1,9,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,1,2,144.253037358081,"C",30,1500,750,350,40,1500,1500
"78851",40132765,5,4,1,1,1,3,5,-9,-9,-9,-9,2,-9,-9,-9,-9,-9,2,-9,-9,-9,2,0,0,"GA",13,1,0,1,201611,1,1,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",1,5,2,585.224753327095,"R",30,300,300,150,20,300,50
"78863",40132945,6,3,1,2,3,6,1,1,1,-9,-9,1,-9,-9,-9,-9,1,2,4,4,4,1,2,4,"GA",13,2,0,2,201703,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,72.4648135039498,"C",30,750,300,350,20,1500,750
"78866",40132961,6,1,2,1,1,2,1,2,5,1,5,2,5,5,5,5,2,2,2,5,5,2,1,8,"GA",13,1,0,0,201703,1,1,1,5,1,2,6,1,1,5,3,51,1,2,"12060",1,1,2,649.631127954173,"T",60,3000,750,750,70,3000,750
"78869",40132982,3,3,2,3,0,1,5,5,5,1,5,5,5,2,4,5,2,2,1,4,2,1,0,4,"GA",13,3,0,0,201612,1,2,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",3,5,2,283.570435976046,"C",60,3000,1500,1500,60,7000,3000
"78876",40133025,2,3,1,4,1,2,3,1,3,3,4,1,5,5,5,5,1,3,5,5,5,1,1,6,"GA",13,2,1,1,201702,1,4,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",4,1,2,276.994216012839,"R",20,300,50,25,20,300,50
"78880",40133068,7,4,1,1,1,3,5,5,4,5,5,1,5,5,5,5,4,2,5,5,5,2,1,0,"GA",13,1,0,0,201701,1,1,4,6,2,2,6,1,1,5,3,54,1,2,"XXXXX",1,4,1,646.77866038044,"R",30,300,50,75,30,300,50
"78882",40133080,5,4,2,3,2,7,1,1,5,1,5,1,5,5,5,5,2,4,4,4,4,1,2,12,"GA",13,2,0,2,201702,1,8,4,6,2,2,6,1,1,5,3,54,2,2,"XXXXX",3,1,1,1346.32463482026,"T",30,750,300,350,20,750,300
"78887",40133127,3,1,1,1,1,8,1,1,2,4,5,1,3,5,4,5,4,4,4,5,3,2,1,7,"GA",13,1,0,1,201612,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,357.058616172128,"S",30,3000,1500,1500,0,3000,750
"78897",40133303,4,1,2,1,0,2,5,2,5,2,5,5,5,2,2,5,2,4,5,5,2,2,1,4,"GA",13,1,0,0,201703,1,9,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,2,1,709.800571350665,"S",40,3000,1500,1500,30,3000,1500
"78939",40133787,4,3,1,2,2,4,1,1,5,1,4,1,5,5,5,5,1,3,3,3,3,1,1,3,"GA",13,2,0,1,201702,1,7,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,62.7814136568425,"T",20,300,300,150,20,750,300
"78942",40133849,1,1,1,2,3,8,1,3,3,5,5,2,5,5,5,5,3,2,5,5,5,1,2,6,"GA",13,2,0,0,201703,1,10,1,5,1,4,6,2,1,5,3,51,1,2,"12060",2,1,2,822.031084604656,"R",5,300,50,25,5,300,50
"78965",40134092,5,1,1,4,3,8,1,1,2,5,5,1,5,5,4,5,3,3,3,4,3,1,3,14,"GA",13,3,0,2,201702,1,6,1,5,1,1,5,1,1,5,3,51,1,2,"12060",4,1,2,481.894946036152,"C",40,3000,1500,1500,40,3000,1500
"78980",40134315,1,3,1,1,2,10,1,1,3,4,4,1,4,5,4,5,3,3,5,5,5,2,1,2,"GA",13,1,0,0,201704,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,200.595854078931,"T",5,1500,300,750,5,1500,750
"78988",40134432,2,3,1,1,1,8,1,1,1,1,4,1,4,5,4,5,5,5,4,4,4,2,1,3,"GA",13,1,0,1,201702,1,1,3,2,2,1,2,1,1,5,3,53,3,2,"XXXXX",1,1,2,67.8482121123065,"C",30,7000,3000,3000,30,3000,1500
"79000",40134560,5,1,1,2,3,3,1,1,1,5,5,1,5,5,5,5,2,2,5,5,5,1,2,14,"GA",13,2,0,0,201612,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,254.456165777445,"S",20,3000,750,750,5,3000,750
"79002",40134596,7,1,2,3,1,3,3,1,3,1,5,1,4,4,4,5,2,2,2,4,1,1,1,3,"GA",13,1,0,1,201703,1,5,1,5,1,1,5,1,1,5,3,51,2,2,"12060",3,1,2,2112.53013804284,"S",50,7000,1500,1500,50,7000,3000
"79009",40134678,2,3,1,3,4,7,2,1,1,2,5,1,5,5,5,5,3,2,3,4,5,1,2,0,"GA",13,2,0,1,201701,1,4,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,1,156.85584783035,"R",5,50,50,25,5,50,50
"79019",40134801,6,3,1,1,1,4,1,1,1,1,5,1,5,5,5,5,1,2,3,4,4,2,1,7,"GA",13,1,0,1,201702,1,1,3,3,2,1,2,1,1,5,3,53,6,2,"XXXXX",1,1,2,67.5657178179208,"C",5,1500,750,750,5,3000,1500
"79049",40135253,1,4,1,1,2,6,5,3,5,4,5,1,5,5,5,5,1,2,3,3,3,2,1,5,"GA",13,1,0,1,201701,1,9,4,6,2,4,6,2,1,5,3,54,2,2,"XXXXX",1,3,2,1344.77129116199,"R",30,50,50,25,40,50,50
"79070",40135629,5,3,2,2,1,5,2,1,2,4,5,1,5,5,5,5,2,2,4,4,4,1,2,10,"GA",13,2,0,0,201701,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,128.913119199061,"C",70,1500,750,750,70,1500,750
"79105",40136005,4,3,1,1,1,5,1,1,2,2,2,1,5,5,5,5,2,3,4,4,4,2,1,4,"GA",13,1,0,1,201703,1,1,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,81.9593457186717,"S",30,3000,1500,1500,20,7000,3000
"79107",40136008,6,1,1,1,2,5,3,1,4,1,5,2,5,5,5,5,2,1,2,4,4,2,1,5,"GA",13,1,0,0,201703,1,9,1,5,1,4,6,2,1,5,3,51,1,2,"12060",1,1,2,215.647516801284,"R",5,300,50,25,5,50,50
"79108",40136034,3,3,2,1,1,8,1,1,5,5,5,1,5,5,5,-9,5,4,5,5,5,2,1,2,"GA",13,1,0,1,201703,1,1,3,3,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,1,2,96.2269736979426,"T",30,750,300,350,30,750,300
"79115",40136122,5,3,1,2,2,7,1,1,5,5,5,1,4,4,5,4,2,3,3,4,1,1,2,5,"GA",13,2,0,1,201701,1,2,3,1,2,4,6,2,1,5,3,53,1,1,"XXXXX",2,1,2,154.249081625172,"T",20,300,50,75,30,300,300
"79152",40136563,5,1,1,1,2,5,1,1,2,2,5,1,4,4,4,5,4,4,2,5,1,2,1,9,"GA",13,1,0,1,201701,1,9,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,219.968788768153,"S",30,3000,750,750,5,3000,1500
"79169",40136819,6,3,2,1,1,5,1,1,5,4,5,1,5,5,5,5,4,3,1,5,2,2,1,6,"GA",13,1,0,1,201703,1,1,3,1,2,1,1,1,1,5,3,53,3,2,"XXXXX",1,1,2,139.783697833685,"C",30,300,50,75,50,1500,750
"79180",40136998,6,3,1,3,1,2,1,1,5,2,5,1,5,5,5,5,1,2,1,5,5,1,1,14,"GA",13,1,0,0,201703,1,5,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,103.367483382408,"T",20,300,50,150,5,300,50
"79181",40137005,2,4,2,1,1,1,5,1,5,5,5,3,5,5,5,5,2,1,2,4,4,2,1,0,"GA",13,1,0,0,201701,1,1,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",1,1,2,524.565049347686,"R",30,50,50,25,20,50,50
"79184",40137060,7,3,1,2,4,5,1,1,3,4,5,1,5,5,5,5,1,2,2,3,3,1,2,2,"GA",13,2,0,1,201701,1,2,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,234.723620630887,"R",20,50,50,25,20,50,50
"79186",40137075,2,3,2,1,1,1,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,2,1,2,"GA",13,1,0,0,201701,1,1,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,5,2,295.276061421719,"C",70,3000,1500,1500,80,3000,1500
"79189",40137133,5,3,1,1,1,2,1,5,5,4,5,2,5,5,5,5,2,3,4,5,5,2,1,4,"GA",13,1,0,0,201612,1,9,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,93.4504823042044,"S",50,1500,750,350,40,3000,1500
"79190",40137155,4,4,1,2,2,6,1,1,-9,-9,-9,1,-9,-9,-9,-9,1,1,-9,-9,-9,1,2,8,"GA",13,2,0,1,201612,1,10,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,742.72658363433,"R",20,50,50,25,20,50,50
"79202",40137286,4,3,1,3,2,5,1,1,5,5,5,1,5,5,5,5,2,2,4,4,4,1,2,4,"GA",13,3,0,2,201702,1,2,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",3,1,2,95.1642695460505,"C",30,3000,750,750,20,1500,750
"79216",40137394,3,3,1,1,1,3,1,1,5,1,3,1,5,5,4,5,3,2,2,4,-9,2,1,1,"GA",13,1,0,0,201702,1,9,3,1,2,2,6,1,1,5,3,53,1,2,"XXXXX",1,1,2,47.4380487948421,"T",20,750,750,350,20,1500,1500
"79217",40137401,6,1,1,4,2,10,1,1,5,4,5,1,4,4,4,5,4,4,4,4,4,1,2,7,"GA",13,2,1,2,201612,1,4,1,5,1,1,5,1,1,5,3,51,1,2,"12060",4,1,2,658.00711102401,"T",5,750,300,350,0,1500,300
"79256",40137907,7,1,1,2,2,3,1,1,4,5,5,2,5,5,5,5,4,4,5,5,4,1,2,10,"GA",13,2,0,1,201702,1,2,1,5,1,1,5,1,1,5,3,51,3,2,"12060",2,1,1,1534.91953429547,"S",30,3000,1500,1500,5,1500,750
"79265",40138038,3,3,2,2,2,9,1,1,1,2,5,1,4,5,5,5,2,3,2,3,3,1,2,9,"GA",13,2,0,2,201611,1,2,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,151.138687795883,"R",30,300,50,75,20,300,50
"79269",40138106,4,3,1,3,2,10,1,1,1,4,4,1,4,4,5,5,2,3,5,5,5,1,2,9,"GA",13,1,0,1,201702,1,5,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,68.2194053429379,"R",5,50,50,25,5,300,50
"79278",40138179,2,3,1,3,2,10,1,1,5,4,5,1,4,5,5,5,4,2,5,5,5,1,2,15,"GA",13,2,0,2,201703,1,6,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,130.129674955755,"C",40,3000,750,1500,30,1500,750
"79281",40138221,1,1,1,2,3,5,1,1,2,5,5,1,5,5,5,-9,4,4,4,4,4,1,2,5,"GA",13,2,0,2,201701,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,843.096217497953,"T",20,750,300,350,20,1500,300
"79315",40138662,6,3,1,1,1,5,1,1,3,4,4,1,5,4,4,4,4,4,4,4,4,2,1,2,"GA",13,1,0,1,201703,1,1,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,92.4257594071511,"S",30,1500,750,750,30,1500,750
"79320",40138742,5,3,1,1,1,4,1,5,5,-9,-9,1,-9,-9,-9,-9,2,2,-9,-9,-9,2,1,2,"GA",13,1,0,1,201703,1,9,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,84.0645104996112,"C",30,3000,750,750,40,1500,750
